1001-Effector_CD4pos_T-S	1001-Effector_CD4pos_T-U	1002-Effector_CD4pos_T-S	1002-Effector_CD4pos_T-U	1003-Effector_CD4pos_T-S	1003-Effector_CD4pos_T-U	1004-Effector_CD4pos_T-U
22:47461474-47461836	20	16	6	15	3	1	16
22:47464010-47464599	12	12	16	27	2	28	19
22:47464981-47465235	1	3	5	9	9	5	9
22:47465245-47465560	7	3	12	14	3	2	8
22:47471890-47472117	2	10	4	1	0	1	7
22:47472959-47473214	5	1	3	2	8	2	4
22:47474577-47475076	20	5	12	14	8	8	5
22:47478075-47478299	4	7	2	8	2	3	3
22:47483064-47483264	0	4	2	2	2	9	2
22:47485141-47485341	4	6	10	14	3	4	1
22:47486690-47487618	51	49	21	37	6	10	24
22:47487992-47488520	24	17	22	7	8	15	13
22:47488598-47488963	13	22	6	4	2	6	8
22:47495154-47495536	14	31	9	33	0	9	14
22:47497161-47497589	17	16	10	16	15	15	8
22:47498285-47498566	8	2	4	5	2	5	16
22:47505400-47505605	1	2	2	0	6	1	1
22:47506705-47506994	6	16	4	5	3	4	11
22:47508624-47508827	7	8	1	12	2	6	3
22:47508950-47509242	11	10	1	18	0	9	5
22:47512513-47512784	16	9	11	16	0	2	6
22:47525246-47525878	17	16	14	22	6	15	19
22:47527079-47527333	4	3	5	7	2	12	11
22:47532320-47532648	17	7	1	6	0	17	5
22:47534240-47534461	13	10	2	3	0	0	2
22:47534685-47535133	20	21	4	21	0	4	20
22:47539210-47539502	5	18	2	4	3	6	5
22:47539923-47540520	22	17	30	13	4	31	19
22:47543420-47543736	17	1	10	24	4	10	14
22:47550643-47551138	21	38	14	18	11	13	19
22:47551328-47551552	10	6	4	19	2	3	4
22:47557068-47557434	3	11	1	13	0	19	11
22:47558961-47559183	9	15	3	14	5	5	12
22:47559205-47559648	15	13	12	19	17	5	19
22:47562013-47562227	11	7	15	2	0	7	3
22:47563198-47563398	14	9	7	6	2	4	10
22:47563466-47563733	15	19	5	14	0	9	9
22:47564815-47565143	24	6	6	17	2	6	5
22:47566981-47567419	12	9	4	16	19	7	16
22:47569927-47570133	19	4	11	22	0	11	5
22:47571708-47572052	26	23	13	12	3	14	21
22:47574709-47574974	12	8	12	6	4	3	3
22:47575361-47575573	5	15	3	2	0	3	8
22:47578600-47579057	8	16	3	4	0	8	16
22:47588379-47588625	10	7	7	5	10	6	4
22:47589525-47589761	15	7	13	7	4	5	16
22:47590106-47590569	36	25	7	28	2	34	35
22:47590980-47591180	11	8	6	8	2	18	9
22:47594860-47595068	4	8	5	4	12	7	12
22:47597362-47597562	4	7	5	5	0	16	8
22:47600439-47600641	5	5	12	2	5	13	2
22:47606216-47606594	36	5	5	15	4	5	14
22:47610320-47610854	56	20	40	21	5	13	23
22:47612540-47613234	56	22	30	24	11	30	20
22:47616613-47616887	15	7	16	13	12	9	8
22:47618266-47618510	16	10	4	8	4	3	17
22:47619796-47620155	18	25	17	18	1	13	9
22:47624608-47624819	11	2	17	12	0	6	3
22:47628129-47628369	8	4	8	9	4	10	20
22:47631891-47632124	23	5	7	7	0	11	2
22:47636792-47637008	7	11	5	5	2	4	2
22:47638938-47639304	2	6	4	11	4	11	13
22:47642156-47642547	11	20	4	15	7	2	11
22:47646988-47647248	7	2	13	5	0	4	8
22:47647536-47648067	20	19	9	34	6	16	14
22:47649245-47649479	3	0	3	7	6	21	2
22:47650608-47650808	12	6	6	3	2	5	8
22:47656768-47656968	3	9	4	13	6	4	4
22:47658341-47658629	5	16	2	13	0	9	19
22:47659707-47660254	35	12	16	11	4	18	14
22:47661091-47661362	4	2	3	8	14	8	5
22:47672565-47673088	30	32	7	22	2	18	23
22:47675305-47675773	27	9	18	4	2	11	16
22:47682378-47682635	7	19	4	12	0	2	7
22:47692779-47693218	28	18	20	25	5	14	6
22:47693292-47693492	7	15	0	6	3	4	4
22:47693663-47693899	13	10	4	11	1	6	13
22:47695177-47695654	24	19	25	28	9	13	15
22:47701523-47701723	12	7	5	3	0	5	3
22:47704471-47704907	3	16	0	14	17	6	10
22:47705851-47706091	5	10	3	4	0	2	5
22:47706917-47707487	34	9	9	16	17	10	5
22:47713817-47714206	26	4	12	8	8	19	13
22:47714593-47714932	20	17	13	22	2	18	6
22:47715967-47716438	28	16	12	19	14	25	9
22:47716471-47716821	26	4	7	10	0	19	13
22:47717403-47717607	4	2	2	4	0	4	10
22:47717790-47717996	1	13	3	1	0	2	4
22:47719545-47719745	4	3	8	4	1	9	6
22:47724220-47724616	10	5	8	25	2	2	3
22:47724633-47724837	10	5	0	3	1	0	2
22:47725004-47725204	7	11	2	8	4	3	2
22:47732218-47732513	8	11	9	14	2	14	5
22:47734671-47734967	22	10	3	1	2	11	7
22:47735487-47735952	33	6	14	28	2	23	17
22:47739969-47740833	46	60	18	55	9	29	22
22:47741622-47742030	33	13	13	16	4	2	19
22:47748076-47748327	8	6	3	7	0	13	1
22:47749757-47749973	6	2	11	13	6	2	2
22:47753666-47753891	15	11	2	5	2	4	3
22:47759829-47760077	9	21	13	5	0	6	2
22:47761762-47762491	40	37	24	28	9	17	29
22:47764976-47765459	8	15	5	19	7	26	18
22:47767451-47767694	10	3	5	10	5	4	2
22:47768208-47768408	3	2	0	1	7	0	3
22:47776588-47776788	3	7	1	6	1	3	10
22:47777488-47777737	19	7	4	13	4	3	2
22:47781299-47781584	25	15	14	27	2	9	7
22:47782811-47783014	18	7	15	19	3	6	10
22:47784213-47784495	23	14	7	13	5	6	16
22:47787654-47787931	7	5	6	7	10	2	10
22:47788903-47789126	4	5	2	3	0	10	2
22:47793984-47794184	10	14	2	9	0	0	8
22:47794900-47795573	17	25	22	30	4	13	33
22:47795730-47795982	19	8	7	8	2	6	7
22:47796454-47796716	19	14	2	13	0	5	6
22:47797105-47797326	5	8	1	6	4	5	7
22:47801568-47802125	22	26	13	23	1	24	23
22:47804389-47804589	8	12	2	1	0	11	9
22:47806934-47807196	20	5	0	6	14	5	6
22:47808345-47808598	27	8	7	11	2	4	7
22:47809144-47809344	8	7	8	4	3	5	14
22:47809915-47810135	6	15	9	19	1	12	19
22:47817750-47817957	13	9	0	8	0	14	4
22:47817969-47818311	10	14	4	24	4	4	8
22:47818571-47818822	5	10	18	15	2	5	8
22:47832504-47832704	3	5	1	15	0	3	3
22:47834407-47834733	10	12	8	7	7	3	10
22:47842239-47842743	33	18	29	33	3	23	26
22:47847262-47847676	15	8	22	16	2	12	18
22:47849508-47849708	10	7	2	4	0	0	17
22:47858708-47859298	25	4	18	7	12	3	4
22:47862595-47862859	1	6	10	5	6	4	3
22:47865062-47865741	26	25	15	20	0	19	10
22:47871130-47871340	1	1	2	2	4	0	1
22:47877323-47878091	32	11	17	37	2	13	15
22:47879332-47879577	5	13	12	8	2	5	0
22:47884028-47884228	15	16	8	11	7	2	5
22:47885286-47885491	17	8	7	7	1	7	7
22:47885581-47885789	8	15	2	7	6	6	12
22:47886281-47886505	5	17	2	10	4	6	6
22:47887351-47887601	9	10	18	6	2	7	7
22:47890891-47891121	9	8	5	14	0	8	3
22:47895504-47895704	2	4	5	0	0	1	7
22:47901159-47901374	7	1	2	2	2	13	2
22:47902841-47903227	19	14	16	5	0	16	7
22:47906212-47906583	4	4	5	2	8	2	6
22:47908408-47908608	4	1	0	10	4	0	4
22:47909200-47909400	6	8	4	3	4	0	8
22:47914106-47914306	3	11	0	5	2	5	3
22:47914973-47915528	20	20	10	33	2	9	10
22:47918430-47918630	4	7	0	9	1	0	13
22:47918710-47918926	6	5	8	2	0	8	21
22:47920216-47920428	11	19	12	7	1	4	11
22:47920497-47920697	5	9	12	15	2	11	1
22:47921597-47922311	33	34	37	32	2	19	20
22:47923203-47923425	4	4	2	7	0	19	3
22:47929088-47929334	11	13	9	23	2	7	10
22:47933920-47934262	12	18	7	20	4	8	4
22:47943840-47944070	9	6	11	14	2	1	10
22:47945098-47945722	26	31	14	36	11	16	19
22:47947178-47947460	4	4	2	2	1	9	17
22:47951504-47951736	6	5	12	7	5	8	8
22:47951746-47952002	11	12	4	7	2	3	6
22:47965779-47966014	4	7	2	7	0	7	14
22:47972721-47972921	14	5	3	5	8	12	4
22:47973757-47974067	12	4	9	22	7	8	6
22:47974477-47974747	12	14	2	4	0	4	8
22:47987861-47988069	5	2	9	6	0	1	10
22:47995783-47995983	12	14	3	11	8	4	4
22:47997820-47998075	16	2	8	8	7	13	7
22:47998840-47999040	10	21	10	4	0	5	9
22:48002777-48003025	11	24	4	11	0	6	5
22:48003211-48003747	13	15	10	29	6	15	32
22:48004244-48004540	20	4	2	5	3	7	11
22:48004810-48005167	16	15	4	24	0	12	20
22:48006567-48006767	5	4	7	10	2	2	5
22:48010624-48010898	12	2	4	4	2	0	8
22:48013139-48013339	4	3	9	5	2	3	5
22:48015291-48015572	14	7	4	8	1	0	7
22:48016704-48016935	7	3	11	6	0	4	4
22:48017042-48017274	10	4	0	2	10	5	7
22:48019236-48019491	16	6	3	10	1	2	3
22:48026885-48027135	4	4	2	13	2	8	2
22:48028055-48028372	16	9	8	8	2	3	18
22:48028477-48028677	15	6	4	2	0	0	1
22:48031419-48031641	5	1	2	0	0	9	2
22:48037752-48037962	5	11	4	11	2	7	11
22:48038549-48038855	3	8	2	10	4	12	3
22:48042637-48043298	39	26	20	29	15	15	30
22:48043531-48043743	14	0	1	2	0	1	4
22:48044097-48044297	3	2	6	2	9	1	1
22:48045421-48045673	16	10	17	8	10	13	4
22:48049283-48049512	19	6	5	8	2	16	9
22:48052054-48052422	22	6	16	15	2	8	6
22:48055195-48055427	4	2	5	16	3	28	6
22:48055601-48055881	3	7	0	10	10	28	6
22:48057737-48058093	25	10	7	29	6	19	16
22:48058776-48059241	35	19	9	10	9	12	12
22:48063947-48064282	7	4	21	9	3	6	5
22:48065920-48066273	16	24	18	10	16	10	24
22:48066528-48067054	37	13	11	19	17	19	10
22:48075435-48075635	3	6	3	5	7	3	5
22:48075770-48076086	13	14	7	29	0	9	4
22:48084133-48084350	12	12	4	11	11	12	11
22:48086841-48087041	8	4	11	9	0	4	2
22:48089800-48090912	87	41	13	59	16	29	26
22:48096514-48096734	13	10	5	3	13	3	6
22:48096941-48097608	32	17	8	43	2	39	26
22:48098376-48098668	26	43	36	9	3	13	6
22:48106942-48107288	16	8	7	31	0	2	6
22:48112858-48113218	36	24	18	14	1	4	14
22:48114813-48115250	30	11	8	17	9	3	14
22:48118061-48118270	3	13	9	4	4	8	5
22:48118585-48118902	18	10	6	20	2	5	8
22:48122068-48122476	24	3	5	26	2	12	6
22:48126560-48126763	13	6	4	1	0	3	1
22:48130470-48130894	20	11	7	34	4	10	15
22:48139016-48139226	16	6	16	10	2	5	11
22:48140496-48140857	31	18	15	6	5	16	13
22:48141281-48141727	35	23	16	16	12	23	15
22:48146269-48146726	34	26	16	40	4	10	16
22:48147937-48148137	8	3	2	5	3	9	13
22:48152406-48152743	26	24	11	13	9	16	11
22:48154531-48155372	41	46	35	60	15	31	26
22:48160778-48160992	11	7	6	18	2	0	6
22:48165048-48165280	5	5	3	5	0	11	4
22:48171205-48171831	29	37	16	23	14	14	20
22:48174532-48174787	17	7	4	6	3	9	13
22:48179747-48179947	3	15	4	7	2	13	5
22:48180811-48181032	20	6	7	6	0	3	3
22:48182386-48182604	21	7	10	20	1	9	9
22:48183123-48183323	11	7	5	14	9	3	7
22:48185400-48185600	10	8	3	18	2	13	9
22:48187694-48188004	14	20	5	4	0	4	6
22:48188310-48188794	38	13	0	21	2	4	16
22:48194705-48194946	7	3	0	10	7	2	2
22:48196632-48196851	12	4	0	3	8	3	6
22:48198935-48199153	2	6	6	14	4	3	9
22:48199355-48199622	8	2	4	15	0	3	2
22:48205610-48205983	16	27	5	10	6	5	13
22:48206015-48206373	28	16	13	21	10	9	12
22:48206584-48206873	9	3	1	3	10	4	4
22:48210692-48210991	19	21	8	11	1	5	14
22:48212005-48212216	5	0	13	2	2	3	3
22:48223170-48223415	19	16	4	19	8	10	8
22:48223596-48223967	31	16	7	12	7	15	3
22:48226768-48226968	9	8	7	7	10	7	11
22:48228760-48228960	4	4	6	2	6	8	8
22:48237604-48237807	16	16	2	7	2	5	9
22:48240400-48240600	4	3	2	18	1	8	4
22:48241724-48241933	7	22	11	5	0	4	2
22:48242489-48242730	11	12	8	10	8	17	9
22:48242772-48242989	7	10	10	7	0	10	5
22:48243010-48243210	4	2	1	1	7	11	5
22:48250379-48250672	27	12	6	19	3	9	8
22:48250802-48251002	3	20	3	13	2	7	5
22:48252046-48252947	51	76	28	88	26	21	31
22:48253820-48254020	3	7	9	4	10	4	3
22:48260196-48260396	5	2	0	3	1	14	8
22:48262984-48263705	33	33	32	45	4	9	18
22:48268925-48269381	12	21	19	31	3	13	23
22:48275641-48275861	15	13	6	15	2	12	17
22:48276349-48276678	21	10	8	25	2	18	14
22:48276963-48277645	42	41	24	51	13	20	28
22:48277856-48278133	19	6	1	13	0	3	3
22:48278446-48279064	37	34	5	34	15	22	19
22:48289291-48289703	12	10	15	6	6	11	6
22:48289866-48290070	4	5	0	4	2	8	3
22:48297441-48297641	12	3	7	2	0	1	3
22:48299640-48299874	8	24	6	9	5	4	7
22:48300186-48300484	20	21	8	17	8	12	8
22:48302001-48302447	20	20	6	34	6	15	11
22:48302730-48302958	14	16	7	10	7	13	21
22:48305397-48305609	21	8	8	11	7	8	10
22:48308216-48308487	11	21	4	8	2	3	9
22:48309101-48309357	9	13	16	25	4	10	11
22:48309397-48309710	11	26	1	15	5	14	14
22:48316576-48317029	38	49	26	25	13	18	7
22:48318889-48319089	24	14	4	18	6	2	4
22:48319406-48319905	35	52	19	36	10	8	32
22:48320968-48321168	15	25	10	8	5	7	7
22:48322183-48322567	25	23	8	22	21	16	3
22:48325822-48326038	6	9	5	5	6	15	5
22:48328263-48328565	5	22	4	12	0	10	1
22:48332304-48332787	27	20	15	42	14	28	32
22:48338105-48338516	19	30	13	32	22	85	14
22:48339389-48339668	18	19	18	17	4	8	6
22:48340279-48340499	12	9	12	12	7	3	9
22:48340588-48340931	10	11	19	15	7	2	14
22:48342835-48343035	24	6	3	13	4	4	6
22:48348817-48349049	14	4	13	16	10	27	4
22:48351284-48351797	28	33	10	29	8	27	23
22:48351837-48352134	14	11	18	17	1	6	7
22:48352191-48352391	5	19	7	16	5	8	4
22:48357312-48357512	7	8	4	16	2	5	7
22:48357521-48357724	5	6	2	7	4	12	5
22:48365626-48365874	7	24	4	9	6	4	11
22:48370130-48370380	10	6	8	19	5	8	16
22:48372312-48372512	2	4	7	4	2	2	2
22:48372778-48372978	8	13	7	8	0	4	2
22:48377523-48377751	5	3	7	21	2	5	8
22:48379541-48379825	15	22	9	12	3	5	9
22:48379830-48380044	16	5	7	1	2	7	11
22:48380076-48380775	35	47	9	28	4	30	29
22:48381356-48381738	5	7	9	22	11	7	18
22:48381814-48382028	3	4	1	5	5	14	5
22:48389472-48389694	14	3	8	7	2	0	4
22:48392993-48393193	6	17	11	7	7	7	7
22:48397375-48397707	22	26	6	16	1	16	11
22:48398708-48398911	10	7	10	11	4	6	5
22:48402595-48403194	26	40	19	26	12	22	18
22:48404683-48404927	18	7	4	9	2	6	7
22:48404950-48405164	6	3	11	10	1	6	3
22:48410616-48410840	0	4	2	6	0	2	12
22:48414735-48415269	37	35	8	32	16	14	6
22:48417480-48418030	25	16	22	24	7	30	17
22:48425077-48425564	35	23	26	27	8	11	12
22:48425633-48426000	15	24	14	8	1	19	14
22:48426879-48427079	11	11	2	16	9	5	7
22:48427366-48427568	12	11	12	15	0	13	6
22:48432337-48432728	32	27	16	20	6	11	12
22:48433205-48433418	11	13	4	11	7	8	18
22:48433741-48433958	9	16	7	11	3	2	2
22:48439211-48439499	34	5	5	9	0	7	11
22:48441030-48441463	24	31	26	26	6	13	10
22:48441658-48441924	27	14	2	8	2	10	10
22:48442290-48442524	16	13	2	14	4	14	8
22:48449092-48449292	19	18	11	0	1	6	4
22:48449360-48449609	10	22	16	7	7	14	10
22:48450392-48450603	6	9	11	5	2	5	15
22:48452850-48453055	16	14	2	19	2	5	11
22:48457857-48458057	15	1	4	6	4	3	1
22:48459960-48460318	16	13	6	12	12	11	3
22:48460617-48460918	18	14	8	6	20	6	5
22:48461203-48461448	7	22	6	4	3	4	10
22:48465055-48465348	4	14	8	16	2	3	17
22:48473399-48473622	8	8	1	16	4	6	7
22:48475113-48475460	10	12	21	17	6	7	14
22:48476352-48476600	8	6	7	8	14	5	3
22:48477027-48477502	21	28	24	17	18	25	19
22:48479484-48479684	7	8	5	8	0	13	2
22:48482036-48482236	5	2	12	6	0	2	3
22:48485433-48485633	4	6	6	15	2	2	2
22:48488881-48489131	11	25	20	9	2	10	14
22:48489404-48489604	7	21	3	3	6	12	5
22:48496635-48497024	18	34	29	14	7	19	11
22:48497203-48497557	35	35	10	14	6	7	3
22:48499573-48499795	9	7	6	17	4	4	17
22:48500657-48501186	24	13	19	23	12	33	16
22:48501578-48501896	15	5	9	34	4	3	6
22:48504821-48505021	14	19	9	12	2	6	7
22:48506014-48506357	18	15	12	18	13	0	3
22:48506645-48506866	7	5	11	17	2	10	14
22:48511760-48512025	23	19	10	12	2	4	16
22:48513633-48514186	37	20	18	16	10	37	31
22:48515288-48515581	17	27	7	8	4	11	17
22:48517631-48517837	11	16	13	15	6	21	8
22:48522500-48522821	10	18	8	26	4	31	21
22:48523593-48523861	21	16	10	23	6	16	18
22:48531144-48531404	7	32	13	10	6	10	7
22:48534376-48534641	21	17	11	14	11	15	10
22:48542264-48542480	17	32	6	17	10	10	4
22:48542644-48543020	15	14	6	36	2	17	15
22:48544195-48544551	37	24	15	17	6	26	24
22:48551012-48551416	33	40	8	35	5	7	25
22:48557633-48557833	10	18	2	10	0	7	15
22:48559085-48559406	16	19	24	7	12	19	8
22:48560238-48560449	8	17	20	15	6	9	8
22:48563343-48563657	11	42	8	19	2	8	21
22:48567921-48568145	7	12	11	20	2	13	12
22:48568873-48569166	19	18	9	20	2	19	18
22:48575228-48575856	60	22	19	10	11	31	24
22:48576730-48577265	39	26	35	20	13	20	20
22:48577611-48577828	11	15	13	10	2	19	9
22:48580702-48581113	14	42	13	19	4	1	23
22:48582119-48582340	10	12	8	8	13	4	2
22:48585920-48586167	4	9	8	11	4	2	18
22:48591489-48591896	21	26	28	26	6	32	17
22:48592010-48592499	39	30	19	33	24	27	17
22:48594476-48594738	11	29	11	23	6	9	14
22:48607109-48607324	17	18	6	13	2	14	22
22:48609739-48610035	16	35	13	10	4	1	20
22:48620910-48621170	8	12	20	20	0	32	16
22:48621572-48621778	6	9	18	6	3	1	10
22:48627362-48627562	10	9	9	6	10	5	8
22:48631092-48631589	25	26	14	16	2	34	36
22:48638466-48638966	49	25	30	37	18	37	31
22:48639061-48639367	15	12	26	17	8	14	15
22:48640956-48641242	21	24	3	9	7	13	39
22:48642560-48642920	16	22	12	15	5	43	24
22:48645988-48646263	10	12	5	10	17	13	15
22:48651307-48651608	27	16	12	13	8	14	27
22:48652540-48652740	9	11	4	5	11	11	4
22:48652756-48652956	7	11	11	12	9	15	10
22:48659375-48659697	16	17	19	4	5	28	5
22:48662491-48662883	14	23	21	29	2	17	20
22:48668732-48669138	25	36	7	20	9	5	14
22:48676555-48676821	12	15	9	26	9	10	22
22:48677529-48677729	19	11	7	6	2	15	8
22:48679736-48679946	17	10	2	9	6	15	14
22:48687204-48687404	6	6	3	19	2	0	7
22:48689672-48689938	16	23	7	17	14	6	13
22:48690462-48690746	16	21	16	17	2	20	11
22:48695931-48696178	16	29	11	16	2	17	17
22:48700043-48700243	1	6	7	14	5	17	8
22:48701478-48701734	10	31	10	10	1	4	4
22:48702665-48703644	97	55	27	57	6	20	36
22:48705159-48705368	8	14	9	17	9	7	8
22:48710439-48711071	34	30	14	40	17	33	19
22:48711905-48712105	3	21	3	6	5	0	11
22:48717978-48718408	29	38	10	21	7	33	23
22:48718607-48719002	39	26	18	15	0	27	11
22:48726986-48727201	5	3	0	20	0	0	8
22:48731752-48731952	7	4	9	7	0	2	4
22:48733834-48734072	7	6	5	11	3	20	2
22:48737675-48737942	21	27	10	20	4	8	4
22:48741259-48741459	9	8	11	13	0	18	14
22:48743234-48743483	13	28	6	12	8	9	5
22:48746983-48747279	29	19	6	9	4	11	10
22:48748366-48748686	26	23	22	24	4	8	30
22:48752398-48752641	14	19	18	17	17	10	21
22:48752808-48753193	44	38	24	21	12	20	13
22:48757168-48757657	42	35	38	34	16	22	35
22:48758907-48759308	25	31	2	24	6	9	23
22:48772065-48773006	27	28	20	15	24	22	32
22:48774297-48774519	4	6	0	12	0	3	5
22:48778362-48778764	17	24	7	10	7	6	14
22:48783204-48783694	39	17	17	30	3	6	11
22:48783776-48784081	12	11	6	17	1	18	5
22:48786086-48786633	34	31	22	26	4	20	19
22:48794246-48794448	4	6	3	0	1	10	0
22:48797470-48797670	17	16	6	7	2	2	15
22:48800136-48800336	5	9	8	3	1	17	11
22:48800595-48800836	7	7	9	13	0	21	11
22:48801304-48801577	12	8	7	18	0	23	15
22:48803831-48804061	12	12	12	15	10	8	10
22:48813995-48814314	9	9	4	3	11	5	3
22:48820860-48821095	5	22	13	15	0	10	9
22:48821318-48821725	14	35	10	21	8	5	24
22:48822371-48822693	21	21	22	9	0	24	15
22:48826245-48826452	8	15	10	22	0	9	7
22:48830087-48830395	15	21	21	10	2	5	6
22:48832752-48833024	19	2	27	9	7	5	9
22:48836135-48836384	15	19	3	12	13	10	6
22:48837286-48837532	7	11	9	9	7	2	19
22:48837624-48837890	13	8	15	4	12	11	10
22:48839273-48839705	22	33	8	35	8	21	18
22:48840862-48841062	7	12	6	10	6	17	11
22:48842461-48842661	4	1	10	4	10	0	5
22:48843690-48843890	8	17	7	17	2	7	5
22:48844355-48844576	23	11	9	12	1	14	6
22:48845737-48846048	32	4	8	6	4	6	5
22:48848462-48848687	8	18	7	2	0	2	6
22:48849173-48849484	14	8	25	7	4	10	17
22:48850255-48850905	47	50	20	50	9	11	24
22:48855910-48856243	19	37	12	7	0	11	25
22:48856419-48856628	14	10	7	18	1	13	8
22:48857106-48857351	5	6	5	13	12	5	14
22:48857767-48858206	20	28	26	18	10	7	10
22:48864219-48864496	15	12	17	15	5	11	13
22:48871724-48872099	12	9	10	18	19	2	13
22:48881738-48882183	8	19	10	35	0	28	23
22:48882304-48883118	26	30	28	69	12	38	27
22:48885511-48885724	5	19	10	8	2	7	17
22:48891867-48892075	6	7	5	3	2	20	5
22:48893901-48894101	12	22	11	9	6	13	12
22:48900611-48900821	2	12	9	4	14	13	7
22:48905354-48905554	16	16	2	11	10	4	10
22:48905563-48905992	15	13	7	14	25	6	6
22:48907264-48907476	5	10	4	10	11	2	6
22:48911212-48912104	46	19	66	26	19	25	23
22:48912866-48913066	2	8	5	0	2	12	5
22:48913186-48913424	2	0	6	2	12	36	2
22:48916374-48916626	4	8	2	15	2	4	12
22:48916680-48917008	8	3	9	9	2	3	18
22:48919934-48920134	8	18	6	3	0	6	3
22:48920270-48920471	10	9	16	9	2	10	7
22:48921037-48921237	9	2	5	8	2	14	4
22:48921637-48922089	10	30	15	10	2	14	19
22:48929273-48929643	26	5	8	25	4	2	12
22:48930401-48930634	16	2	7	7	3	0	7
22:48932163-48932364	2	4	3	2	6	9	0
22:48940178-48940389	6	10	9	16	3	14	9
22:48946063-48946300	8	8	8	18	8	16	4
22:48948892-48949179	24	20	12	14	3	5	7
22:48955920-48956120	9	6	6	11	2	12	5
22:48956284-48956484	11	0	14	8	2	9	6
22:48956650-48956850	8	7	2	6	8	10	3
22:48957072-48957794	31	44	36	42	28	12	7
22:48959551-48959786	8	8	1	7	11	10	9
22:48962719-48963003	2	5	4	4	10	1	3
22:48968149-48968822	32	58	39	20	12	29	37
22:48968902-48969327	22	20	14	15	4	14	6
22:48973559-48974058	27	28	15	33	4	7	20
22:48974598-48974830	13	16	13	17	1	9	14
22:48975291-48975531	5	6	17	15	2	10	6
22:48981893-48982515	14	23	9	21	11	22	15
22:48982675-48982908	5	16	9	5	0	5	9
22:48985020-48985719	21	11	6	28	12	9	8
22:48992367-48992683	0	5	0	2	12	2	2
22:48993396-48994164	7	22	8	10	3	14	15
22:48999412-48999675	10	3	3	10	4	0	14
22:49004947-49005584	18	27	7	31	18	17	10
22:49008750-49009044	7	11	23	14	2	5	7
22:49011677-49011916	7	5	8	11	5	10	17
22:49016843-49017095	10	27	7	8	2	4	8
22:49017285-49017485	6	19	0	12	1	7	4
22:49018526-49018726	6	19	5	11	6	5	4
22:49018833-49019033	5	9	7	11	8	6	7
22:49021190-49021439	15	11	13	7	0	16	9
22:49025014-49025259	23	16	6	15	2	16	8
22:49027670-49027911	13	8	7	14	12	6	4
22:49028419-49028744	13	24	14	17	1	9	5
22:49032878-49033312	17	17	29	12	6	12	9
22:49034718-49034940	5	10	4	3	0	13	6
22:49035690-49035981	7	12	6	14	9	10	21
22:49043484-49043861	19	26	28	21	6	9	18
22:49046340-49046563	8	19	9	13	3	6	3
22:49046696-49047088	35	17	20	23	14	4	11
22:49052025-49052671	168	165	41	25	24	41	42
22:49062331-49062625	18	13	5	15	4	6	10
22:49063568-49063768	14	13	6	6	2	6	8
22:49077635-49078072	38	11	3	11	10	27	19
22:49078908-49079108	12	16	15	10	0	18	4
22:49080015-49080261	12	13	9	4	14	14	8
22:49080723-49081077	27	30	13	18	7	14	11
22:49081452-49081735	11	12	4	12	0	31	9
22:49084341-49084605	25	12	19	13	3	12	4
22:49087812-49088067	24	9	3	8	6	18	9
22:49089288-49089529	14	24	10	19	4	18	9
22:49090558-49090768	10	14	7	10	13	6	14
22:49096041-49096359	11	12	13	11	2	29	4
22:49099325-49099543	8	6	13	3	4	5	3
22:49100393-49100798	12	15	7	15	19	23	4
22:49102083-49102302	4	16	5	5	5	5	8
22:49108022-49108245	20	10	6	5	13	5	6
22:49109019-49109277	13	7	5	24	2	4	10
22:49113494-49113724	19	17	10	17	7	2	6
22:49113781-49114022	20	9	3	13	1	5	10
22:49116947-49117147	4	5	14	11	4	7	7
22:49118532-49119310	31	24	21	39	8	53	26
22:49123880-49124204	8	3	6	21	4	7	7
22:49127494-49127757	2	5	14	6	7	3	0
22:49133597-49133797	0	0	4	3	6	3	0
22:49136559-49136890	24	13	14	13	6	13	6
22:49137475-49137744	16	4	4	18	2	4	13
22:49138602-49138969	10	0	6	27	0	16	2
22:49139753-49139953	17	5	0	3	2	2	2
22:49147800-49148041	6	10	20	17	2	5	3
22:49149112-49149312	5	4	3	19	0	1	6
22:49149859-49150402	45	20	26	20	24	25	28
22:49154154-49154421	10	13	22	12	3	6	11
22:49156003-49156223	25	23	19	7	8	8	13
22:49159040-49159821	31	46	34	61	12	14	28
22:49161651-49161923	4	12	0	11	3	20	2
22:49165349-49165604	20	5	5	13	4	0	4
22:49169115-49169333	8	3	7	4	8	7	7
22:49169511-49169821	13	19	5	17	9	6	6
22:49170232-49170552	19	3	9	19	3	20	7
22:49180167-49180528	19	19	8	19	14	10	5
22:49185692-49186031	15	4	12	13	16	3	13
22:49186614-49186950	6	12	12	36	4	10	17
22:49192384-49192609	5	10	2	11	2	22	2
22:49195515-49195767	13	7	8	19	8	5	21
22:49195952-49196152	8	10	9	4	4	13	7
22:49196273-49196697	22	17	9	15	14	26	17
22:49201751-49201996	9	19	3	11	0	8	7
22:49202812-49203012	7	2	2	2	8	2	1
22:49204965-49205194	13	6	4	5	1	11	8
22:49205997-49206264	3	3	11	10	5	2	5
22:49208191-49208401	4	7	3	7	3	17	9
22:49214686-49214886	12	7	8	7	5	4	4
22:49215112-49215504	12	16	8	11	4	14	19
22:49216687-49216887	7	6	4	0	8	0	2
22:49228927-49229127	8	5	3	13	6	3	9
22:49229316-49229549	16	16	8	9	4	4	9
22:49230223-49230423	15	10	6	6	8	3	5
